	confidence	interrupted	prediction	amicus	correct	minVotes	winner	caseName	majVotes
09-158	0.6030534351145038	Pet	Pet	No	1	4	Pet	BILLY JOE MAGWOOD v. TONY PATTERSON, WARDEN, et al.	5
09-223	0.6030534351145038	Pet	Pet	No	1	0	Pet	RICHARD A. LEVIN, TAX COMMISSIONER OF OHIO v. COMMERCE ENERGY, INC., et al.	9
09-291	0.75	Pet	Pet	Pet	1	0	Pet	ERIC L. THOMPSON, PETITIONER v. NORTH AMERICAN STAINLESS, LP	8
09-329	0.75	Pet	Pet	Pet	1	0	Pet	CHASE BANK USA, NA., PETITIONER v. JAMES A. MCCOY, INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED	9
09-337	0.7528735632183908	Res	Pet	No	1	0	Pet	WANDA KRUPSKI v. COSTA CROCIERE S. P. A.	9
09-338	0.7528735632183908	Res	Pet	No	1	3	Pet	PAUL RENICO, WARDEN v. REGINALD LETT	6
09-350	0.7528735632183908	Res	Pet	No	1	0	Pet	LOS ANGELES COUNTY, CALIFORNIA, PETITIONER v. CRAIG ARTHUR HUMPHRIES et al.	8
09-367	0.6030534351145038	Pet	Pet	No	0	4	Res	BRIAN RUSSELL DOLAN v. UNITED STATES	5
09-400	0.75	Pet	Pet	Pet	1	0	Pet	VINCENT E. STAUB, PETITIONER v. PROCTOR HOSPITAL	8
09-448	0.8314606741573034	Res	Pet	Pet	1	0	Pet	BRIDGET HARDT v. RELIANCE STANDARD LIFE INSURANCE COMPANY	9
09-475	0.75	Pet	Pet	Pet	1	1	Pet	MONSANTO COMPANY, et al. v. GEERTSON SEED FARMS et al.	7
09-479	0.8314606741573034	Res	Pet	Pet	0	0	Res	KEVIN ABBOTT, PETITIONER v. UNITED STATES	8
09-497	0.7528735632183908	Res	Pet	No	1	4	Pet	RENT-A-CENTER, WEST, INC. v. ANTONIO JACKSON	5
09-520	0.8314606741573034	Res	Pet	Pet	0	2	Res	CSX TRANSPORTATION, INC., PETITIONER v. ALABAMA DEPARTMENT OF REVENUE et al.	7
09-5201	0.7528735632183908	Res	Pet	No	0	3	Res	MICHAEL GARY BARBER, et al. v. J. E. THOMAS, WARDEN	6
09-525	0.5060240963855421	Res	Pet	Res	1	4	Pet	JANUS CAPITAL GROUP, INC., et al., PETITIONERS v. FIRST DERIVATIVE TRADERS	5
09-529	0.75	Pet	Pet	Pet	1	2	Pet	VIRGINIA OFFICE FOR PROTECTION AND ADVOCACY, PETITIONER v. JAMES W. STEWART III, COMMISSIONER, VIRGINIA DEPARTMENT OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES, et al.	6
09-530	0.7528735632183908	Res	Pet	No	1	0	Pet	NATIONAL AERONAUTICS AND SPACE ADMINISTRATION, et al., PETITIONERS v. ROBERT M. NELSON et al.	8
09-5327	0.6030534351145038	Pet	Pet	No	1	2	Pet	ALBERT HOLLAND v. FLORIDA	7
09-559	0.6030534351145038	Pet	Pet	No	0	1	Res	JOHN DOE #1, et al. v. SAM REED, WASHINGTON SECRETARY OF STATE, et al.	8
09-571	0.7528735632183908	Res	Pet	No	1	4	Pet	HARRY F. CONNICK, DISTRICT ATTORNEY, et al., PETITIONERS v. JOHN THOMPSON	5
09-5801	0.7528735632183908	Res	Pet	No	0	4	Res	RUBEN FLORES-VILLAR, PETITIONER v. UNITED STATES	4
09-587	0.6030534351145038	Pet	Pet	No	1	0	Pet	KELLY HARRINGTON, WARDEN, PETITIONER, v. JOSHUA RICHTER	8
09-60	0.6030534351145038	Pet	Pet	No	1	0	Pet	JOSE ANGEL CARACHURI-ROSENDO v. ERIC H. HOLDER, JR., ATTORNEY GENERAL	9
09-6338	0.6030534351145038	Pet	Pet	No	0	1	Res	PERCY DILLON v. UNITED STATES	7
09-658	0.7528735632183908	Res	Pet	No	1	0	Pet	JEFF PREMO, SUPERINTENDENT, OREGON STATE PENITENTIARY, PETITIONER v. RANDY JOSEPH MOORE	8
09-6822	0.75	Pet	Pet	Pet	1	2	Pet	JASON PEPPER, PETITIONER v. UNITED STATES	6
09-737	0.7528735632183908	Res	Pet	No	1	0	Pet	MICHELLE ORITZ, PETITIONER v. PAULA JORDAN et al.	9
09-751	0.6030534351145038	Pet	Pet	No	0	1	Res	ALBERT SNYDER, PETITIONER v. FRED W. PHELPS, SR., et al.	8
09-804	0.2765957446808511	Pet	Res	Res	0	0	Pet	CIGNA CORPORATION, et al., PETITIONERS v. JANICE C. AMARA, et al., INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED	8
09-834	0.75	Pet	Pet	Pet	1	2	Pet	KEVIN KASTEN, PETITIONER v. SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION	6
09-837	0.6030534351145038	Pet	Pet	No	0	0	Res	MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH, et al., PETITIONERS v. UNITED STATES	8
09-846	0.6030534351145038	Pet	Pet	No	1	1	Pet	UNITED STATES, PETITIONER v. TOHONO O'ODHAM NATION	7
09-868	0.6030534351145038	Pet	Pet	No	0	0	Res	ASHBEL T. WALL, II, DIRECTOR, RHODE ISLAND DEPARTMENT OF CORRECTIONS, PETITIONER v. KHALIL KHOLI	9
09-893	0.7528735632183908	Res	Pet	No	1	4	Pet	AT&T MOBILITY LLC, PETITIONER v. VINCENT CONCEPTION ET UX	5
09-9000	0.6030534351145038	Pet	Pet	No	1	3	Pet	HENRY W. SKINNER, PETITIONER v. LYNN SWITZER, DISTRICT ATTORNEY FOR THE 31ST JUDICIAL DISTRICT OF TEXAS	6
09-907	0.5060240963855421	Res	Pet	Res	0	1	Res	JASON M. RANSOM, PETITIONER v. FIA CARD SERVICES, N.A., FKA MBNA AMERICA BANK, N.A.	8
09-958	0.8314606741573034	Res	Pet	Pet	1	4	Pet	TOBY DOUGLAS, DIRECTOR, CALIFORNIA DEPARTMENT OF HEALTH CARE SERVICES, PETITIONER v. INDEPENDENT LIVING CENTER OF SOUTHERN CALIFORNIA, INC., et al.	5
09-987	0.8314606741573034	Res	Pet	Pet	1	4	Pet	ARIZONA CHRISTIAN SCHOOL TUITION ORGANIZATION, PETITIONER v. KATHLEEN M. WINN et al.	5
09-993	0.5060240963855421	Res	Pet	Res	1	4	Pet	PLIVIA, INC., et al., PETITIONERS v. GLADYS MENSING	5
09-996	0.7528735632183908	Res	Pet	No	1	0	Pet	JAMES WALKER, WARDEN, et al., PETITIONERS v. CHARLES W. MARTIN	9
10-10	0.75	Pet	Pet	Pet	1	4	Pet	MICHAEL D. TURNER, PETITIONER v. REBECCA L. ROGERS et al.	5
10-1001	0.5060240963855421	Res	Pet	Res	1	2	Pet	LUIS MARIANO MARTINEZ, PETITIONER v. CHARLES L. RYAN, DIRECTOR, ARIZONA DEPARTMENT OF CORRECTIONS	7
10-1016	0.7528735632183908	Res	Pet	No	0	4	Res	DANIEL COLEMAN, PETITIONER v. COURT OF APPEALS OF MARYLAND et al.	5
10-1018	0.8314606741573034	Res	Pet	Pet	1	0	Pet	STEVE A. FILARSKY, PETITIONER v. NICHOLAS B. DELIA.	9
10-1024	0.6030534351145038	Pet	Pet	No	1	3	Pet	FEDERAL AVIATION ADMINISTRATION, et al., PETITIONERS v. STANMORE CAWTHON COOPER	5
10-1042	0.75	Pet	Pet	Pet	0	0	Res	TAMMY FORET FREEMAN, et al., PETITIONERS v. QUICKEN LOANS, INC.	9
10-1062	0.7528735632183908	Res	Pet	No	1	0	Pet	CHANTELL SACKETT, et vir, PETITIONERS v. ENVIRONMENTAL PROTECTION AGENCY, et al.	9
10-1104	0.8314606741573034	Res	Pet	Pet	1	1	Pet	MARGARET MINNECI, et al. v. RICHARD LEE POLLARD et al.	8
10-1121	0.6030534351145038	Pet	Pet	No	1	2	Pet	DIANNE KNOX, et al., PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1000	7
10-114	0.6030534351145038	Pet	Pet	No	1	0	Pet	RICKY D FOX, PETITIONER v. JUDY ANN VICE, AS EXECUTRIX OF THE ESTATE OF VICE, et al.	9
10-1150	0.2765957446808511	Pet	Res	Res	0	0	Pet	MAYO COLLABORATIVE SERVICES, DBA MAYO MEDICAL LABORATORIES, et al., PETITIONERS v. PROMETHEUS LABORATORIES, INC.	9
10-1195	0.7528735632183908	Res	Pet	No	1	0	Pet	MARCUS D. MIMS, PETITIONER v. ARROW FINANCIAL SERVICES, LLC	9
10-1211	0.7528735632183908	Res	Pet	No	1	3	Pet	PANAGIS VARTELAS, PETITIONER v. ERIC H. HOLDER, JR., ATTORNEY GENERAL	6
10-1219	0.6030534351145038	Pet	Pet	No	0	0	Res	DAVID J. KAPPOS, UNDER SECRETARY OF COMMERCE FOR INTELLECTUAL PROPERTY AND DIRECTOR, PATENT AND TRADEMARK OFFICE, PETITIONER v. GILBERT P. HYATT	9
10-1259	0.6030534351145038	Pet	Pet	No	0	0	Res	UNITED STATES, PETITIONER v. ANTOINE JONES	9
10-1261	0.5060240963855421	Res	Pet	Res	1	0	Pet	CREDIT SUISSE SECURITIES (USA) LLC, et al., PETITIONERS v. VANESSA SIMMONDS	8
10-1265	0.6030534351145038	Pet	Pet	No	1	0	Pet	MICHAEL MARTEL, WARDEN, PETITIONER v. KENNETH CLAIR	9
10-1293	0.5060240963855421	Res	Pet	Res	0	0	Res	FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. FOX TELEVISION STATIONS, INC., et al. FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. ABC, INC., et al.	8
10-1320	0.6030534351145038	Pet	Pet	No	0	3	Res	ALEX BLUEFORD, PETITIONER v. ARKANSAS	6
10-1399	0.5060240963855421	Res	Pet	Res	0	1	Res	DANA ROBERTS, PETITIONER v. SEA-LAND SERVICES, INC., et al.	8
10-1472	0.6030534351145038	Pet	Pet	No	1	3	Pet	KOUICHI TANIGUCHI, PETITIONER v. KAN PACIFIC SAIPAN, LTD., DBA MARIANAS RESORT AND SPA	6
10-1491	0.8314606741573034	Res	Pet	Pet	0	0	Res	ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.	9
10-1542	0.5060240963855421	Res	Pet	Res	1	0	Pet	ERIC H. HOLDER, JR., ATTORNEY GENERAL, PETITIONER  v. CARLOS MARTINEZ GUTIERREZ	9
10-174	0.8314606741573034	Res	Pet	Pet	1	0	Pet	AMERICAN ELECTRIC POWER COMPANY, INC., et al., PETITIONERS v. CONNECTICUT ET AL	8
10-179	0.8314606741573034	Res	Pet	Pet	0	4	Res	HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL	5
10-188	0.5060240963855421	Res	Pet	Res	1	3	Pet	SCHINDLER ELEVATOR CORPORATION, PETITIONER v. UNITED STATES ex rel. DANIEL KIRK	5
10-209	0.8314606741573034	Res	Pet	Pet	1	4	Pet	BLAINE LAFLER, PETITIONER v. ANTHONY COOPER	5
10-218	0.8314606741573034	Res	Pet	Pet	1	0	Pet	PPL MONTANA, LLC, PETITIONER v. MONTANA	9
10-224	0.75	Pet	Pet	Pet	1	0	Pet	NATIONAL MEAT ASSOCIATION, PETITIONER v. KAMALA D. HARRIS, ATTORNEY GENERAL OF CALIFORNIA, et al.	9
10-235	0.6030534351145038	Pet	Pet	No	0	4	Res	CSX TRANSPORTATION, INC., PETITIONER v. ROBERT MCBRIDE	5
10-238	0.5060240963855421	Res	Pet	Res	1	4	Pet	ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.	5
10-277	0.7528735632183908	Res	Pet	No	1	4	Pet	WAL-MART STORES, INC., PETITIONER v. BETTY DUKES et al.	5
10-290	0.5060240963855421	Res	Pet	Res	0	0	Res	MICROSOFT CORPORATION, PETITIONER v. I4I  LIMITED PARTNERSHIP et al.	8
10-313	0.8314606741573034	Res	Pet	Pet	1	0	Pet	TALK AMERICA, PETITIONER v. MICHIGAN BELL TELEPHONE COMPANY DBA AT&T MICHIGAN	8
10-382	0.7528735632183908	Res	Pet	No	1	1	Pet	UNITED STATES, PETITIONER v. JICARILLA APACHE NATION	7
10-444	0.75	Pet	Pet	Pet	1	4	Pet	MISSOURI, PETITIONER v. GALIN E. FRYE	5
10-507	0.5060240963855421	Res	Pet	Res	1	0	Pet	PACIFIC OPERATORS OFFSHORE, LLP, et al. v. LUISA L. VALLADOLID ET AL	9
10-5258	0.6030534351145038	Pet	Pet	No	0	0	Res	CLIFTON TERELLE MCNEILL, PETITIONER v. UNITED STATES	9
10-5400	0.5060240963855421	Res	Pet	Res	1	0	Pet	ALEJANDRA TAPIA, PETITIONER v. UNITED STATES	9
10-5443	0.7528735632183908	Res	Pet	No	1	2	Pet	CHARLES ANDREW FOWLER, AKA MAN, PETITIONER v. UNITED STATES	7
10-545	0.6030534351145038	Pet	Pet	No	0	2	Res	LAWRENCE GOLAN, et al. v. ERIC H. HOLDER, JR., ATTORNEY GENERAL, et al.	6
10-553	0.5060240963855421	Res	Pet	Res	1	0	Pet	HOSANNA-TABOR EVANGELICAL LUTHERAN CHURCH AND SCHOOL v. EQUAL EMPLOYMENT OPPORTUNITY COMMISSION, et al.	9
10-568	0.7528735632183908	Res	Pet	No	1	0	Pet	NEVADA COMMISSION ON ETHICS, PETITIONER v. MICHAEL A. CARRIGAN	9
10-577	0.7528735632183908	Res	Pet	No	0	3	Res	AKIO KAWASHIMA, ET UX., PETITIONERS v. ERIC H. HOLDER, JR., ATTORNEY GENERAL.	6
10-6	0.6030534351145038	Pet	Pet	No	0	1	Res	GLOBAL-TECH APPLIANCES, INC., et al., PETITIONERS v. SEB S.A.	8
10-63	0.6030534351145038	Pet	Pet	No	1	2	Pet	CORY R. MAPLES, PETITIONER v. KIM T. THOMAS, COMMISSIONER, ALABAMA DEPARTMENT OF CORRECTIONS	7
10-637	0.6030534351145038	Pet	Pet	No	1	0	Pet	ERIC GREENE, AKA JARMAINE Q. TRICE v. JON FISHER, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT SMITHFIELD, et al.	9
10-6549	0.7528735632183908	Res	Pet	No	1	2	Pet	BILLY JOE REYNOLDS, PETITIONER v. UNITED STATES	7
10-680	0.75	Pet	Pet	Pet	1	3	Pet	CAROL HOWES, WARDEN, PETITIONER v. RANDALL LEE FIELDS	6
10-694	0.7528735632183908	Res	Pet	No	1	0	Pet	JOEL JUDULANG, PETITIONER v. ERIC H. HOLDER, JR., ATTORNEY GENERAL	9
10-699	0.7528735632183908	Res	Pet	No	1	1	Pet	MENACHEM BINYAMIN ZIVOTOFSKY, BY HIS PARENTS AND GUARDIANS, ARI Z. AND NAOMI SIEGMAN ZIVOTOFSKY, PETITIONER v. HILLARY RODHAM CLINTON, SECRETARY OF STATE	8
10-704	0.8314606741573034	Res	Pet	Pet	1	3	Pet	CURT MESSERSCHMIDT et al., PETITIONERS v. BRENDA MILLENDER, AS EXECUTOR OF THE ESTATE OF AUGUSTA MILLENDER, DECEASED, et al.	6
10-708	0.5060240963855421	Res	Pet	Res	0	0	Res	FIRST AMERICAN FINANCIAL CORPORATION, SUCCESSOR IN INTEREST TO THE FIRST AMERICAN CORPORATION, et al., PETITIONERS v. DENISE P. EDWARDS	9
10-76	0.8314606741573034	Res	Pet	Pet	1	0	Pet	GOODYEAR DUNLOP TIRES OPERATIONS, S.A., et al., PETITIONERS v. EDGAR D. BROWN, ET UX., CO-ADMINISTRATORS OF THE ESTATE OF JULIAN DAVID BROWN, et al.	9
10-779	0.75	Pet	Pet	Pet	0	3	Res	SORRELL, ATTORNEY GENERAL OF VERMONT, et al. v. IMS HEALTH INC. ET AL	6
10-788	0.6030534351145038	Pet	Pet	No	0	0	Res	CHARLES A. REHBERG, PETITIONER v. JAMES P. PAULK	9
10-8145	0.7528735632183908	Res	Pet	No	1	1	Pet	JUAN SMITH v. BURL CAIN, WARDEN	8
10-844	0.75	Pet	Pet	Pet	1	0	Pet	CARACO PHARMACEUTICAL LABORATORIES, LTD., et al., PETITIONERS v. NOVO NORDISK A/S et al.	9
10-8505	0.5060240963855421	Res	Pet	Res	0	4	Res	WILLIAMS v. ILLINOIS	5
10-875	0.6030534351145038	Pet	Pet	No	0	4	Res	LYNWOOD D. HALL, ET UX., PETITIONERS v. UNITED STATES	5
10-879	0.75	Pet	Pet	Pet	0	3	Res	GLORIA GAIL KURNS, EXECUTRIX OF THE ESTATE OF GEORGE M. CORSON, DECEASED, et al., PETITIONERS v. RAILROAD FRICTION PRODUCTS CORPORATION et al.	6
10-895	0.2765957446808511	Pet	Res	Res	1	1	Res	RAFAEL ARRIAZA GONZALES v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION	8
10-8974	0.2765957446808511	Pet	Res	Res	0	1	Pet	BARION PERRY v. NEW HAMPSHIRE	8
10-930	0.75	Pet	Pet	Pet	1	0	Pet	CHARLES L. RYAN, PETITIONER v. ERNEST VALENCIA GONZALES	9
10-945	0.2765957446808511	Pet	Res	Res	1	4	Res	ALBERT W. FLORENCE, PETITIONER v. BOARD OF CHOSEN FREEHOLDERS OF THE COUNTY OF BURLINGTON et al.	5
10-948	0.7528735632183908	Res	Pet	No	1	1	Pet	COMPUCREDIT CORPORATION et al. v. WANDA GREENWOOD et al.	8
10-9646	0.6030534351145038	Pet	Pet	No	1	4	Pet	EVAN MILLER, PETITIONER v. ALABAMA	5
10-98	0.6030534351145038	Pet	Pet	No	1	0	Pet	JOHN D. ASHCROFT, PETITIONER v. ABDULLAH AL-KIDD	8
10-9995	0.5060240963855421	Res	Pet	Res	1	0	Pet	PATRICK WOOD, PETITIONER v. KEVIN MILYARD, WARDEN, et al.	9
105	0.6030534351145038	Pet	Pet	No	0	2	Res	LICHTER ET AL., DOING BUSINESS AS SOUTHERN FIREPROOFING CO., v. UNITED STATES	7
11-10189	0.7528735632183908	Res	Pet	No	1	4	Pet	CARLOS TREVINO, PETITIONER v. RICK THALER, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION	5
11-1025	0.6030534351145038	Pet	Pet	No	1	4	Pet	JAMES R. CLAPPER, JR., DIRECTOR OF NATIONAL INTELLIGENCE, et al., PETITIONERS v. AMNESTY INTERNATIONAL USA et al.	5
11-10362	0.75	Pet	Pet	Pet	1	0	Pet	KIM MILLBROOK, PETITIONER v. UNITED STATES	9
11-1059	0.2765957446808511	Pet	Res	Res	1	4	Res	GENESIS HEALTHCARE CORPORATION, et al., PETITIONERS v. LAURA SYMCZYK	5
11-1085	0.2765957446808511	Pet	Res	Res	1	3	Res	AMGEN INC., et al., PETITIONERS v. CONNECTICUT RETIREMENT PLANS AND TRUST FUNDS	6
11-1118	0.7528735632183908	Res	Pet	No	1	0	Pet	JERRY W. GUNN, et al., PETITIONERS v. VERNON F. MINTON	9
11-1160	0.6030534351145038	Pet	Pet	No	0	0	Res	FEDERAL TRADE COMMISSION, PETITIONER v. PHOEBE PUTNEY HEALTH SYSTEM, INC., et al.	9
11-1175	0.8314606741573034	Res	Pet	Pet	0	2	Res	OLIVEA MARX, PETITIONER v. GENERAL REVENUE CORPORATION	7
11-1221	0.5060240963855421	Res	Pet	Res	0	0	Res	JACQUELINE HILLMAN, PETITIONER v. JUDY A. MARETTA	9
11-1231	0.5060240963855421	Res	Pet	Res	1	0	Pet	KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, PETITIONER v. AUBURN REGIONAL MEDICAL CENTER et al.	9
11-1274	0.7528735632183908	Res	Pet	No	0	0	Res	MARC J. GABELLI AND BRUCE ALPERT, PETITIONERS v. SECURITIES AND EXCHANGE COMMISSION	9
11-1285	0.6030534351145038	Pet	Pet	No	0	4	Res	US AIRWAYS, INC., IN ITS CAPACITY AS FIDUCIARY AND PLAN ADMINISTRATOR OF THE US AIRWAYS, INC. EMPLOYEE BENEFITS PLAN, PETITIONER v. JAMES E. MCCUTCHEN et al.	5
11-1327	0.2765957446808511	Pet	Res	Res	0	1	Pet	LAMAR EVANS, PETITIONER v. MICHIGAN	8
11-1347	0.75	Pet	Pet	Pet	1	0	Pet	JEFFREY LEE CHAFIN, PETITIONER v. LYNNE HALES CHAFIN	9
11-1351	0.7528735632183908	Res	Pet	No	1	0	Pet	STEVEN ALAN LEVIN, PETITIONER v. UNITED STATES et al.	9
11-139	0.6030534351145038	Pet	Pet	No	0	4	Res	UNITED STATES, PETITIONER v. HOME CONCRETE & SUPPLY, LLC, et al.	5
11-1425	0.75	Pet	Pet	Pet	0	4	Res	MISSOURI, PETITIONER v. G. MCNEELY	5
11-1447	0.5060240963855421	Res	Pet	Res	1	4	Pet	KOONTZ v. ST. JOHNS RIVER WATER MGMT. DIST.	5
11-1450	0.6030534351145038	Pet	Pet	No	1	0	Pet	THE STANDARD FIRE INSURANCE COMPANY, PETITIONER v. GREG KNOWLES	9
11-1518	0.5060240963855421	Res	Pet	Res	1	0	Pet	RANDY CURTIS BULLOCK, PETITIONER v. BANKCHAMPAIGN, N. A.	9
11-1545	0.6030534351145038	Pet	Pet	No	1	3	Pet	CITY OF ARLINGTON, TEXAS, et al., PETITIONERS v. FEDERAL COMMUNICATIONS COMMISSION et al.	6
11-159	0.7528735632183908	Res	Pet	No	1	0	Pet	MICHAEL J. ASTRUE, COMMISSIONER OF SOCIAL SECURITY, PETITIONER v. KAREN K. CAPATO, ON BEHALF OF B. N. C., et al.	9
11-161	0.7528735632183908	Res	Pet	No	0	3	Res	CHRISTINE ARMOUR, et al., PETITIONERS v. CITY OF INDIANAPOLIS, INDIANA, et al.	6
11-166	0.2765957446808511	Pet	Res	Res	1	0	Res	RADLAX GATEWAY HOTEL, LLC, et al. v. AMALGAMATED BANK	8
11-182	0.7528735632183908	Res	Pet	No	0	3	Res	ARIZONA, et al., PETITIONERS v. UNITED STATES	5
11-184	0.6030534351145038	Pet	Pet	No	1	0	Pet	CAROLYN M. KLOECKNER, PETITIONER v. HILDA L. SOLIS, SECRETARY OF LABOR	9
11-192	0.6030534351145038	Pet	Pet	No	1	0	Pet	UNITED STATES, PETITIONER v. JAMES X. BORMES	9
11-199	0.7528735632183908	Res	Pet	No	0	0	Res	ALEXANDER VASQUEZ, PETITIONER v. UNITED STATES.	9
11-204	0.75	Pet	Pet	Pet	0	4	Res	MICHAEL SHANE CHRISTOPHER, et al., PETITIONERS v. SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE	5
11-210	0.6030534351145038	Pet	Pet	No	0	3	Res	UNITED STATES, PETITIONER v. XAVIER ALVAREZ	6
11-246	0.75	Pet	Pet	Pet	0	1	Res	MATCH-E-BE-NASH-SHE-WISH BAND OF POTTAWATOMI INDIANS v. PATCHAK	8
11-262	0.8314606741573034	Res	Pet	Pet	1	0	Pet	REICHLE, JR., et al., PETITIONERS v. STEVEN HOWARDS	8
11-338	0.75	Pet	Pet	Pet	1	1	Pet	DOUG DECKER, IN HIS OFFICIAL CAPACITY AS OREGON STATE FORESTER, et al., PETITIONERS v. NORTHWEST ENVIRONMENTAL DEFENSE CENTER;	7
11-345	0.5060240963855421	Res	Pet	Res	1	1	Pet	ABIGAIL NOEL FISHER, PETITIONER v. UNIVERSITY OF TEXAS AT AUSTIN et al.	7
11-393	0.5060240963855421	Res	Pet	Res	0	4	Res	NATIONAL FEDERATION OF INDEPENDENT BUSINESS, et al., PETITIONERS v. KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.	5
11-45	0.7528735632183908	Res	Pet	No	0	3	Res	ELGIN v. DEPARTMENT OF TREASURY	6
11-460	0.5060240963855421	Res	Pet	Res	1	0	Pet	LOS ANGELES COUNTY FLOOD CONTROL DISTRICT PETITIONER v. NATURAL RESOURCES DEFENSE COUNCIL, INC., et al.	9
11-465	0.7528735632183908	Res	Pet	No	1	0	Pet	DEBORAH K. JOHNSON, ACTING WARDEN, PETITIONER v. TARA SHENEVA WILLIAMS	9
11-551	0.7528735632183908	Res	Pet	No	0	4	Res	SALAZAR v. RAMAH NAVAJO CHAPTER	5
11-556	0.6030534351145038	Pet	Pet	No	0	4	Res	MAETTA VANCE, PETITIONER v. BALL STATE UNIVERSITY	5
11-564	0.8314606741573034	Res	Pet	Pet	0	4	Res	FLORIDA, PETITIONER v. JOELIS JARDINES	5
11-5683	0.75	Pet	Pet	Pet	1	4	Pet	EDWARD DORSEY, SR., PETITIONER  v. UNITED STATES	5
11-597	0.7528735632183908	Res	Pet	No	1	0	Pet	ARKANSAS GAME AND FISH COMMISSION, PETITIONER v. UNITED STATES	8
11-626	0.75	Pet	Pet	Pet	0	2	Res	FANE LOZMAN, PETITIONER v. THE CITY OF RIVIERA BEACH, FLORIDA	7
11-697	0.5060240963855421	Res	Pet	Res	1	3	Pet	SUPAP KIRTSAENG, DBA BLUECHRISTINE99, PETITIONER v. JOHN WILEY & SONS, INC.	6
11-702	0.7528735632183908	Res	Pet	No	1	2	Pet	ADRIAN MONCRIEFFE, PETITIONER v. ERIC H. HOLDER, JR., ATTORNEY GENERAL	7
11-713	0.5060240963855421	Res	Pet	Res	1	0	Pet	RICK PERRY, GOVERNOR OF TEXAS, et al., APPELLANTS v. SHANNON PEREZ et al.	9
11-770	0.7528735632183908	Res	Pet	No	1	3	Pet	CHUNON L. BAILEY, AKA POLO, PETITIONER v. UNITED STATES	6
11-796	0.5060240963855421	Res	Pet	Res	0	0	Res	VERNON HUGH BOWMAN, PETITIONER v. MONSANTO COMPANY et al.	9
11-798	0.75	Pet	Pet	Pet	1	0	Pet	AMERICAN TRUCKING ASSOCIATIONS, INC., PETITIONER v. CITY OF LOS ANGELES, CALIFORNIA, et al.	9
11-817	0.75	Pet	Pet	Pet	0	0	Res	FLORIDA, PETITIONER v. CLAYTON HARRIS	9
11-820	0.6030534351145038	Pet	Pet	No	0	2	Res	ROSELVA CHAIDEZ, PETITIONER v. UNITED STATES	7
11-864	0.7528735632183908	Res	Pet	No	1	4	Pet	COMCAST CORPORATION, et al., PETITIONERS v. CAROLINE BEHREND et al.	5
11-88	0.2765957446808511	Pet	Res	Res	1	0	Res	ASID MOHAMAD, INDIVIDUALLY AND FOR THE ESTATE OF AZZAM RAHIM, DECEASED, et al., PETITIONERS v. PALESTINIAN AUTHORITY et al.	9
11-889	0.75	Pet	Pet	Pet	0	0	Res	TARRANT REGIONAL WATER DISTRICT, PETITIONER v. RUDOLF JOHN HERRMANN, et al.	9
11-8976	0.7528735632183908	Res	Pet	No	0	0	Res	CALVIN SMITH, PETITIONER v. UNITED STATES	9
11-9307	0.7528735632183908	Res	Pet	No	1	3	Pet	ARMARCION D. HENDERSON, PETITIONER v. UNITED STATES	6
11-9335	0.7528735632183908	Res	Pet	No	1	4	Pet	ALLEN RYAN ALLEYNE, PETITIONER v. UNITED STATES	5
11-94	0.7528735632183908	Res	Pet	No	1	3	Pet	SOUTHERN UNION CO. v. UNITED STATES	6
11-9540	0.7528735632183908	Res	Pet	No	1	1	Pet	MATTHEW ROBERT DESCAMPS, PETITIONER v. UNITED STATES	8
11-965	0.8314606741573034	Res	Pet	Pet	1	0	Pet	DAIMLERCHRYSLER AG v. BAUMAN	9
11-982	0.75	Pet	Pet	Pet	0	0	Res	ALREADY, LLC, DBA YUMS, PETITIONER v. NIKE, INC.	9
